,pdq,Spdq,aic
948,"(3, 1, 4)","(1, 0, 1, 12)",2226.8311319529676
92,"(0, 1, 5)","(1, 0, 0, 12)",2227.073126478362
89,"(0, 1, 5)","(0, 0, 1, 12)",2227.079632084361
357,"(1, 1, 2)","(1, 0, 1, 12)",2227.1188766900686
365,"(1, 1, 3)","(1, 0, 1, 12)",2227.2431338205174
372,"(1, 1, 4)","(1, 0, 0, 12)",2227.4582394615068
1223,"(4, 1, 3)","(0, 0, 1, 12)",2227.491364010623
919,"(3, 1, 1)","(0, 0, 0, 12)",2227.757059913411
1243,"(4, 1, 5)","(1, 0, 1, 12)",2227.8201166101067
1486,"(5, 1, 0)","(0, 0, 0, 12)",2227.836277684849
629,"(2, 1, 0)","(1, 0, 1, 12)",2227.989878905804
1198,"(4, 1, 0)","(0, 0, 0, 12)",2228.3047190037187
1222,"(4, 1, 3)","(0, 0, 0, 12)",2228.341557578373
915,"(3, 1, 0)","(1, 0, 0, 12)",2228.4398741081886
912,"(3, 1, 0)","(0, 0, 1, 12)",2228.4454082386665
349,"(1, 1, 1)","(1, 0, 1, 12)",2228.4879437845543
93,"(0, 1, 5)","(1, 0, 1, 12)",2229.0698216689425
1490,"(5, 1, 0)","(1, 0, 0, 12)",2229.281679477637
1487,"(5, 1, 0)","(0, 0, 1, 12)",2229.295120352402
1234,"(4, 1, 4)","(1, 0, 0, 12)",2229.4261190542747
373,"(1, 1, 4)","(1, 0, 1, 12)",2229.45545351165
923,"(3, 1, 1)","(1, 0, 0, 12)",2229.614702565774
920,"(3, 1, 1)","(0, 0, 1, 12)",2229.6205651029363
1481,"(5, 0, 5)","(0, 1, 1, 12)",2229.782946467226
1231,"(4, 1, 4)","(0, 0, 1, 12)",2229.907653938861
1242,"(4, 1, 5)","(1, 0, 0, 12)",2229.940347945861
1230,"(4, 1, 4)","(0, 0, 0, 12)",2230.0290165745496
1202,"(4, 1, 0)","(1, 0, 0, 12)",2230.058793181396
1199,"(4, 1, 0)","(0, 0, 1, 12)",2230.064790868674
1390,"(4, 5, 0)","(0, 0, 0, 12)",2230.07425624611
636,"(2, 1, 1)","(1, 0, 0, 12)",2230.226772990212
916,"(3, 1, 0)","(1, 0, 1, 12)",2230.4348166835357
1227,"(4, 1, 3)","(1, 0, 1, 12)",2231.0968065732022
1491,"(5, 1, 0)","(1, 0, 1, 12)",2231.279308292447
1394,"(4, 5, 0)","(1, 0, 0, 12)",2231.5798801393667
924,"(3, 1, 1)","(1, 0, 1, 12)",2231.609591256618
1391,"(4, 5, 0)","(0, 0, 1, 12)",2231.6141796335514
1235,"(4, 1, 4)","(1, 0, 1, 12)",2231.7253698408786
1203,"(4, 1, 0)","(1, 0, 1, 12)",2232.055242547647
336,"(1, 1, 0)","(0, 0, 0, 12)",2232.3166404979943
1395,"(4, 5, 0)","(1, 0, 1, 12)",2232.5392376303607
1472,"(5, 0, 4)","(0, 1, 0, 12)",2232.7086324420775
1238,"(4, 1, 5)","(0, 0, 0, 12)",2233.5112035287457
1518,"(5, 1, 4)","(0, 0, 0, 12)",2233.5341076127265
1526,"(5, 1, 5)","(0, 0, 0, 12)",2233.8978964026674
337,"(1, 1, 0)","(0, 0, 1, 12)",2233.950105633326
480,"(1, 4, 0)","(0, 0, 0, 12)",2235.1746951625446
341,"(1, 1, 0)","(1, 0, 1, 12)",2235.9380428554095
1531,"(5, 1, 5)","(1, 0, 1, 12)",2236.4462886491483
48,"(0, 1, 0)","(0, 0, 0, 12)",2236.549448989354
484,"(1, 4, 0)","(1, 0, 0, 12)",2236.850613733164
481,"(1, 4, 0)","(0, 0, 1, 12)",2236.8755683673453
485,"(1, 4, 0)","(1, 0, 1, 12)",2237.2532010616133
49,"(0, 1, 0)","(0, 0, 1, 12)",2237.898430325099
52,"(0, 1, 0)","(1, 0, 0, 12)",2237.9582564303823
53,"(0, 1, 0)","(1, 0, 1, 12)",2240.3491534019054
1103,"(3, 5, 0)","(0, 0, 0, 12)",2243.0132684920236
1107,"(3, 5, 0)","(1, 0, 0, 12)",2243.735794630166
1104,"(3, 5, 0)","(0, 0, 1, 12)",2243.8450518033483
1108,"(3, 5, 0)","(1, 0, 1, 12)",2244.0970298014863
1484,"(5, 0, 5)","(1, 1, 0, 12)",2247.7186837246795
248,"(0, 5, 1)","(0, 0, 0, 12)",2252.1880382362165
252,"(0, 5, 1)","(1, 0, 0, 12)",2254.185746779182
249,"(0, 5, 1)","(0, 0, 1, 12)",2254.185987523244
253,"(0, 5, 1)","(1, 0, 1, 12)",2255.367390751403
289,"(1, 0, 0)","(0, 0, 1, 12)",2262.3472687396097
292,"(1, 0, 0)","(1, 0, 0, 12)",2262.8649645170726
288,"(1, 0, 0)","(0, 0, 0, 12)",2264.6882597881004
293,"(1, 0, 0)","(1, 0, 1, 12)",2266.2565786584746
192,"(0, 4, 0)","(0, 0, 0, 12)",2268.000782823122
193,"(0, 4, 0)","(0, 0, 1, 12)",2269.9173350292217
196,"(0, 4, 0)","(1, 0, 0, 12)",2269.9774214424147
820,"(2, 5, 0)","(1, 0, 1, 12)",2270.033001858893
815,"(2, 5, 0)","(0, 0, 0, 12)",2270.334962657972
197,"(0, 4, 0)","(1, 0, 1, 12)",2271.037417902129
819,"(2, 5, 0)","(1, 0, 0, 12)",2271.1871013462264
816,"(2, 5, 0)","(0, 0, 1, 12)",2271.3070844363347
35,"(0, 0, 4)","(0, 1, 1, 12)",2285.288576679808
38,"(0, 0, 4)","(1, 1, 0, 12)",2285.552522052808
27,"(0, 0, 3)","(0, 1, 1, 12)",2285.7839179905195
34,"(0, 0, 4)","(0, 1, 0, 12)",2286.1181837062245
30,"(0, 0, 3)","(1, 1, 0, 12)",2286.2991931791985
39,"(0, 0, 4)","(1, 1, 1, 12)",2286.6557522478133
31,"(0, 0, 3)","(1, 1, 1, 12)",2287.0248397573014
26,"(0, 0, 3)","(0, 1, 0, 12)",2287.863304825167
43,"(0, 0, 5)","(0, 1, 1, 12)",2291.399772657091
46,"(0, 0, 5)","(1, 1, 0, 12)",2291.506847264554
42,"(0, 0, 5)","(0, 1, 0, 12)",2291.510176216426
47,"(0, 0, 5)","(1, 1, 1, 12)",2292.8471606474204
1480,"(5, 0, 5)","(0, 1, 0, 12)",2297.3340714903898
19,"(0, 0, 2)","(0, 1, 1, 12)",2300.099852702961
23,"(0, 0, 2)","(1, 1, 1, 12)",2301.1138208572406
22,"(0, 0, 2)","(1, 1, 0, 12)",2301.357950779796
18,"(0, 0, 2)","(0, 1, 0, 12)",2304.522532811242
533,"(1, 5, 0)","(1, 0, 1, 12)",2307.2293980573895
528,"(1, 5, 0)","(0, 0, 0, 12)",2307.319432557276
532,"(1, 5, 0)","(1, 0, 0, 12)",2308.396310312144
529,"(1, 5, 0)","(0, 0, 1, 12)",2308.4915227788833
11,"(0, 0, 1)","(0, 1, 1, 12)",2310.549254468212
15,"(0, 0, 1)","(1, 1, 1, 12)",2311.414347120489
14,"(0, 0, 1)","(1, 1, 0, 12)",2314.726713213195
10,"(0, 0, 1)","(0, 1, 0, 12)",2321.215916179566
7,"(0, 0, 0)","(1, 1, 1, 12)",2322.9807358927605
3,"(0, 0, 0)","(0, 1, 1, 12)",2338.2344784681013
6,"(0, 0, 0)","(1, 1, 0, 12)",2354.3555131855446
240,"(0, 5, 0)","(0, 0, 0, 12)",2368.9765850409754
244,"(0, 5, 0)","(1, 0, 0, 12)",2370.864361843386
241,"(0, 5, 0)","(0, 0, 1, 12)",2372.7953831701193
245,"(0, 5, 0)","(1, 0, 1, 12)",2375.101961864218
2,"(0, 0, 0)","(0, 1, 0, 12)",2384.60418943683
5,"(0, 0, 0)","(1, 0, 1, 12)",2653.6429518426253
40,"(0, 0, 5)","(0, 0, 0, 12)",2690.0406335233374
4,"(0, 0, 0)","(1, 0, 0, 12)",2691.070355186431
44,"(0, 0, 5)","(1, 0, 0, 12)",2691.7440659424747
41,"(0, 0, 5)","(0, 0, 1, 12)",2691.800985266686
45,"(0, 0, 5)","(1, 0, 1, 12)",2693.560977038905
32,"(0, 0, 4)","(0, 0, 0, 12)",2694.289513596004
36,"(0, 0, 4)","(1, 0, 0, 12)",2695.7415771763535
33,"(0, 0, 4)","(0, 0, 1, 12)",2695.8816213547293
37,"(0, 0, 4)","(1, 0, 1, 12)",2697.5030090043497
24,"(0, 0, 3)","(0, 0, 0, 12)",2698.4592718985837
28,"(0, 0, 3)","(1, 0, 0, 12)",2699.3171286879256
25,"(0, 0, 3)","(0, 0, 1, 12)",2699.59594595562
29,"(0, 0, 3)","(1, 0, 1, 12)",2700.959377698556
20,"(0, 0, 2)","(1, 0, 0, 12)",2704.921111833716
17,"(0, 0, 2)","(0, 0, 1, 12)",2705.8270023241566
16,"(0, 0, 2)","(0, 0, 0, 12)",2706.1463801857212
21,"(0, 0, 2)","(1, 0, 1, 12)",2706.244844172623
12,"(0, 0, 1)","(1, 0, 0, 12)",2715.9286651655007
13,"(0, 0, 1)","(1, 0, 1, 12)",2716.03445153389
9,"(0, 0, 1)","(0, 0, 1, 12)",2720.049042705046
8,"(0, 0, 1)","(0, 0, 0, 12)",2727.5831741674724
1,"(0, 0, 0)","(0, 0, 1, 12)",2759.550216515974
0,"(0, 0, 0)","(0, 0, 0, 12)",2805.061323055856
